,estimator,min_score,mean_score,max_score,std_score,C,alpha,gamma,kernel,lambda,learning_rate,max_depth,min_samples_leaf,min_samples_split,n_estimators,n_jobs,n_neighbors,penalty,subsample
537,XGBoost,0.9711392689363454,0.9891339049100911,0.9984774701187977,0.012727269411499745,,0.0,0.0,,0.3,0.7000000000000001,3,,,150,4,,,0.5
843,XGBoost,0.9711392689363454,0.9891339049100911,0.9984774701187977,0.012727269411499745,,0.6,0.0,,0.8999999999999999,0.7000000000000001,3,,,150,4,,,0.5
672,XGBoost,0.9711392689363454,0.9891339049100911,0.9984774701187977,0.012727269411499745,,0.3,0.0,,0.0,0.7000000000000001,3,,,150,4,,,0.5
834,XGBoost,0.9711392689363454,0.9891339049100911,0.9984774701187977,0.012727269411499745,,0.6,0.0,,0.6,0.7000000000000001,3,,,150,4,,,0.5
690,XGBoost,0.9711392689363454,0.9891339049100911,0.9984774701187977,0.012727269411499745,,0.3,0.0,,0.6,0.7000000000000001,3,,,150,4,,,0.5
969,XGBoost,0.9711392689363454,0.9891339049100911,0.9984774701187977,0.012727269411499745,,0.8999999999999999,0.0,,0.3,0.7000000000000001,3,,,150,4,,,0.5
699,XGBoost,0.9711392689363454,0.9891339049100911,0.9984774701187977,0.012727269411499745,,0.3,0.0,,0.8999999999999999,0.7000000000000001,3,,,150,4,,,0.5
816,XGBoost,0.9711392689363454,0.9891339049100911,0.9984774701187977,0.012727269411499745,,0.6,0.0,,0.0,0.7000000000000001,3,,,150,4,,,0.5
546,XGBoost,0.9711392689363454,0.9891339049100911,0.9984774701187977,0.012727269411499745,,0.0,0.0,,0.6,0.7000000000000001,3,,,150,4,,,0.5
681,XGBoost,0.9711392689363454,0.9891339049100911,0.9984774701187977,0.012727269411499745,,0.3,0.0,,0.3,0.7000000000000001,3,,,150,4,,,0.5
110,ExtraTrees,0.9821378570505986,0.9891171067971966,0.9928920166686327,0.004940568982023702,,,,,,,,2,2,20,,,,
113,ExtraTrees,0.9821378570505986,0.9891171067971966,0.9928920166686327,0.004940568982023702,,,,,,,,2,3,20,,,,
1020,XGBoost,0.9714128808677158,0.9891021300192199,0.9982830039742685,0.012511200723167177,,0.8999999999999999,0.3,,0.8999999999999999,0.4,3,,,150,4,,,0.5
993,XGBoost,0.9714128808677158,0.9891021300192199,0.9982830039742685,0.012511200723167177,,0.8999999999999999,0.3,,0.0,0.4,3,,,150,4,,,0.5
570,XGBoost,0.9714128808677158,0.9891021300192199,0.9982830039742685,0.012511200723167177,,0.0,0.3,,0.3,0.4,3,,,150,4,,,0.5
723,XGBoost,0.9714128808677158,0.9891021300192199,0.9982830039742685,0.012511200723167177,,0.3,0.3,,0.6,0.4,3,,,150,4,,,0.5
588,XGBoost,0.9714128808677158,0.9891021300192199,0.9982830039742685,0.012511200723167177,,0.0,0.3,,0.8999999999999999,0.4,3,,,150,4,,,0.5
849,XGBoost,0.9714128808677158,0.9891021300192199,0.9982830039742685,0.012511200723167177,,0.6,0.3,,0.0,0.4,3,,,150,4,,,0.5
858,XGBoost,0.9714128808677158,0.9891021300192199,0.9982830039742685,0.012511200723167177,,0.6,0.3,,0.3,0.4,3,,,150,4,,,0.5
867,XGBoost,0.9714128808677158,0.9891021300192199,0.9982830039742685,0.012511200723167177,,0.6,0.3,,0.6,0.4,3,,,150,4,,,0.5
876,XGBoost,0.9714128808677158,0.9891021300192199,0.9982830039742685,0.012511200723167177,,0.6,0.3,,0.8999999999999999,0.4,3,,,150,4,,,0.5
732,XGBoost,0.9714128808677158,0.9891021300192199,0.9982830039742685,0.012511200723167177,,0.3,0.3,,0.8999999999999999,0.4,3,,,150,4,,,0.5
714,XGBoost,0.9714128808677158,0.9891021300192199,0.9982830039742685,0.012511200723167177,,0.3,0.3,,0.3,0.4,3,,,150,4,,,0.5
705,XGBoost,0.9714128808677158,0.9891021300192199,0.9982830039742685,0.012511200723167177,,0.3,0.3,,0.0,0.4,3,,,150,4,,,0.5
1002,XGBoost,0.9714128808677158,0.9891021300192199,0.9982830039742685,0.012511200723167177,,0.8999999999999999,0.3,,0.3,0.4,3,,,150,4,,,0.5
579,XGBoost,0.9714128808677158,0.9891021300192199,0.9982830039742685,0.012511200723167177,,0.0,0.3,,0.6,0.4,3,,,150,4,,,0.5
1011,XGBoost,0.9714128808677158,0.9891021300192199,0.9982830039742685,0.012511200723167177,,0.8999999999999999,0.3,,0.6,0.4,3,,,150,4,,,0.5
561,XGBoost,0.9714128808677158,0.9891021300192199,0.9982830039742685,0.012511200723167177,,0.0,0.3,,0.0,0.4,3,,,150,4,,,0.5
696,XGBoost,0.9711879131164909,0.9890729531365644,0.9982089083855804,0.01264761926428323,,0.3,0.0,,0.8999999999999999,0.4,3,,,150,4,,,0.5
957,XGBoost,0.9711879131164909,0.9890729531365644,0.9982089083855804,0.01264761926428323,,0.8999999999999999,0.0,,0.0,0.4,3,,,150,4,,,0.5
678,XGBoost,0.9711879131164909,0.9890729531365644,0.9982089083855804,0.01264761926428323,,0.3,0.0,,0.3,0.4,3,,,150,4,,,0.5
687,XGBoost,0.9711879131164909,0.9890729531365644,0.9982089083855804,0.01264761926428323,,0.3,0.0,,0.6,0.4,3,,,150,4,,,0.5
966,XGBoost,0.9711879131164909,0.9890729531365644,0.9982089083855804,0.01264761926428323,,0.8999999999999999,0.0,,0.3,0.4,3,,,150,4,,,0.5
813,XGBoost,0.9711879131164909,0.9890729531365644,0.9982089083855804,0.01264761926428323,,0.6,0.0,,0.0,0.4,3,,,150,4,,,0.5
822,XGBoost,0.9711879131164909,0.9890729531365644,0.9982089083855804,0.01264761926428323,,0.6,0.0,,0.3,0.4,3,,,150,4,,,0.5
669,XGBoost,0.9711879131164909,0.9890729531365644,0.9982089083855804,0.01264761926428323,,0.3,0.0,,0.0,0.4,3,,,150,4,,,0.5
831,XGBoost,0.9711879131164909,0.9890729531365644,0.9982089083855804,0.01264761926428323,,0.6,0.0,,0.6,0.4,3,,,150,4,,,0.5
840,XGBoost,0.9711879131164909,0.9890729531365644,0.9982089083855804,0.01264761926428323,,0.6,0.0,,0.8999999999999999,0.4,3,,,150,4,,,0.5
984,XGBoost,0.9711879131164909,0.9890729531365644,0.9982089083855804,0.01264761926428323,,0.8999999999999999,0.0,,0.8999999999999999,0.4,3,,,150,4,,,0.5
975,XGBoost,0.9711879131164909,0.9890729531365644,0.9982089083855804,0.01264761926428323,,0.8999999999999999,0.0,,0.6,0.4,3,,,150,4,,,0.5
543,XGBoost,0.9711879131164909,0.9890729531365644,0.9982089083855804,0.01264761926428323,,0.0,0.0,,0.6,0.4,3,,,150,4,,,0.5
525,XGBoost,0.9711879131164909,0.9890729531365644,0.9982089083855804,0.01264761926428323,,0.0,0.0,,0.0,0.4,3,,,150,4,,,0.5
552,XGBoost,0.9711879131164909,0.9890729531365644,0.9982089083855804,0.01264761926428323,,0.0,0.0,,0.8999999999999999,0.4,3,,,150,4,,,0.5
534,XGBoost,0.9711879131164909,0.9890729531365644,0.9982089083855804,0.01264761926428323,,0.0,0.0,,0.3,0.4,3,,,150,4,,,0.5
542,XGBoost,0.9714936765345479,0.9890580366988703,0.9981051374672552,0.012421761655968087,,0.0,0.0,,0.6,0.4,3,,,125,4,,,0.5
668,XGBoost,0.9714936765345479,0.9890580366988703,0.9981051374672552,0.012421761655968087,,0.3,0.0,,0.0,0.4,3,,,125,4,,,0.5
551,XGBoost,0.9714936765345479,0.9890580366988703,0.9981051374672552,0.012421761655968087,,0.0,0.0,,0.8999999999999999,0.4,3,,,125,4,,,0.5
830,XGBoost,0.9714936765345479,0.9890580366988703,0.9981051374672552,0.012421761655968087,,0.6,0.0,,0.6,0.4,3,,,125,4,,,0.5
983,XGBoost,0.9714936765345479,0.9890580366988703,0.9981051374672552,0.012421761655968087,,0.8999999999999999,0.0,,0.8999999999999999,0.4,3,,,125,4,,,0.5
677,XGBoost,0.9714936765345479,0.9890580366988703,0.9981051374672552,0.012421761655968087,,0.3,0.0,,0.3,0.4,3,,,125,4,,,0.5
533,XGBoost,0.9714936765345479,0.9890580366988703,0.9981051374672552,0.012421761655968087,,0.0,0.0,,0.3,0.4,3,,,125,4,,,0.5
821,XGBoost,0.9714936765345479,0.9890580366988703,0.9981051374672552,0.012421761655968087,,0.6,0.0,,0.3,0.4,3,,,125,4,,,0.5
974,XGBoost,0.9714936765345479,0.9890580366988703,0.9981051374672552,0.012421761655968087,,0.8999999999999999,0.0,,0.6,0.4,3,,,125,4,,,0.5
686,XGBoost,0.9714936765345479,0.9890580366988703,0.9981051374672552,0.012421761655968087,,0.3,0.0,,0.6,0.4,3,,,125,4,,,0.5
695,XGBoost,0.9714936765345479,0.9890580366988703,0.9981051374672552,0.012421761655968087,,0.3,0.0,,0.8999999999999999,0.4,3,,,125,4,,,0.5
956,XGBoost,0.9714936765345479,0.9890580366988703,0.9981051374672552,0.012421761655968087,,0.8999999999999999,0.0,,0.0,0.4,3,,,125,4,,,0.5
965,XGBoost,0.9714936765345479,0.9890580366988703,0.9981051374672552,0.012421761655968087,,0.8999999999999999,0.0,,0.3,0.4,3,,,125,4,,,0.5
524,XGBoost,0.9714936765345479,0.9890580366988703,0.9981051374672552,0.012421761655968087,,0.0,0.0,,0.0,0.4,3,,,125,4,,,0.5
839,XGBoost,0.9714936765345479,0.9890580366988703,0.9981051374672552,0.012421761655968087,,0.6,0.0,,0.8999999999999999,0.4,3,,,125,4,,,0.5
812,XGBoost,0.9714936765345479,0.9890580366988703,0.9981051374672552,0.012421761655968087,,0.6,0.0,,0.0,0.4,3,,,125,4,,,0.5
950,XGBoost,0.9710045477212379,0.9890050596779277,0.9985046415924969,0.012734811853545079,,0.6,0.8999999999999999,,0.8999999999999999,0.7000000000000001,3,,,125,4,,,0.5
1067,XGBoost,0.9710045477212379,0.9890050596779277,0.9985046415924969,0.012734811853545079,,0.8999999999999999,0.8999999999999999,,0.0,0.7000000000000001,3,,,125,4,,,0.5
941,XGBoost,0.9710045477212379,0.9890050596779277,0.9985046415924969,0.012734811853545079,,0.6,0.8999999999999999,,0.6,0.7000000000000001,3,,,125,4,,,0.5
644,XGBoost,0.9710045477212379,0.9890050596779277,0.9985046415924969,0.012734811853545079,,0.0,0.8999999999999999,,0.3,0.7000000000000001,3,,,125,4,,,0.5
1085,XGBoost,0.9710045477212379,0.9890050596779277,0.9985046415924969,0.012734811853545079,,0.8999999999999999,0.8999999999999999,,0.6,0.7000000000000001,3,,,125,4,,,0.5
806,XGBoost,0.9710045477212379,0.9890050596779277,0.9985046415924969,0.012734811853545079,,0.3,0.8999999999999999,,0.8999999999999999,0.7000000000000001,3,,,125,4,,,0.5
1076,XGBoost,0.9710045477212379,0.9890050596779277,0.9985046415924969,0.012734811853545079,,0.8999999999999999,0.8999999999999999,,0.3,0.7000000000000001,3,,,125,4,,,0.5
788,XGBoost,0.9710045477212379,0.9890050596779277,0.9985046415924969,0.012734811853545079,,0.3,0.8999999999999999,,0.3,0.7000000000000001,3,,,125,4,,,0.5
662,XGBoost,0.9710045477212379,0.9890050596779277,0.9985046415924969,0.012734811853545079,,0.0,0.8999999999999999,,0.8999999999999999,0.7000000000000001,3,,,125,4,,,0.5
779,XGBoost,0.9710045477212379,0.9890050596779277,0.9985046415924969,0.012734811853545079,,0.3,0.8999999999999999,,0.0,0.7000000000000001,3,,,125,4,,,0.5
635,XGBoost,0.9710045477212379,0.9890050596779277,0.9985046415924969,0.012734811853545079,,0.0,0.8999999999999999,,0.0,0.7000000000000001,3,,,125,4,,,0.5
797,XGBoost,0.9710045477212379,0.9890050596779277,0.9985046415924969,0.012734811853545079,,0.3,0.8999999999999999,,0.6,0.7000000000000001,3,,,125,4,,,0.5
1094,XGBoost,0.9710045477212379,0.9890050596779277,0.9985046415924969,0.012734811853545079,,0.8999999999999999,0.8999999999999999,,0.8999999999999999,0.7000000000000001,3,,,125,4,,,0.5
932,XGBoost,0.9710045477212379,0.9890050596779277,0.9985046415924969,0.012734811853545079,,0.6,0.8999999999999999,,0.3,0.7000000000000001,3,,,125,4,,,0.5
653,XGBoost,0.9710045477212379,0.9890050596779277,0.9985046415924969,0.012734811853545079,,0.0,0.8999999999999999,,0.6,0.7000000000000001,3,,,125,4,,,0.5
923,XGBoost,0.9710045477212379,0.9890050596779277,0.9985046415924969,0.012734811853545079,,0.6,0.8999999999999999,,0.0,0.7000000000000001,3,,,125,4,,,0.5
606,XGBoost,0.970777170924901,0.9889372939907378,0.9983845492428711,0.012844645669232126,,0.0,0.6,,0.3,0.4,3,,,150,4,,,0.5
894,XGBoost,0.970777170924901,0.9889372939907378,0.9983845492428711,0.012844645669232126,,0.6,0.6,,0.3,0.4,3,,,150,4,,,0.5
768,XGBoost,0.970777170924901,0.9889372939907378,0.9983845492428711,0.012844645669232126,,0.3,0.6,,0.8999999999999999,0.4,3,,,150,4,,,0.5
912,XGBoost,0.970777170924901,0.9889372939907378,0.9983845492428711,0.012844645669232126,,0.6,0.6,,0.8999999999999999,0.4,3,,,150,4,,,0.5
759,XGBoost,0.970777170924901,0.9889372939907378,0.9983845492428711,0.012844645669232126,,0.3,0.6,,0.6,0.4,3,,,150,4,,,0.5
741,XGBoost,0.970777170924901,0.9889372939907378,0.9983845492428711,0.012844645669232126,,0.3,0.6,,0.0,0.4,3,,,150,4,,,0.5
597,XGBoost,0.970777170924901,0.9889372939907378,0.9983845492428711,0.012844645669232126,,0.0,0.6,,0.0,0.4,3,,,150,4,,,0.5
1056,XGBoost,0.970777170924901,0.9889372939907378,0.9983845492428711,0.012844645669232126,,0.8999999999999999,0.6,,0.8999999999999999,0.4,3,,,150,4,,,0.5
903,XGBoost,0.970777170924901,0.9889372939907378,0.9983845492428711,0.012844645669232126,,0.6,0.6,,0.6,0.4,3,,,150,4,,,0.5
1047,XGBoost,0.970777170924901,0.9889372939907378,0.9983845492428711,0.012844645669232126,,0.8999999999999999,0.6,,0.6,0.4,3,,,150,4,,,0.5
750,XGBoost,0.970777170924901,0.9889372939907378,0.9983845492428711,0.012844645669232126,,0.3,0.6,,0.3,0.4,3,,,150,4,,,0.5
1038,XGBoost,0.970777170924901,0.9889372939907378,0.9983845492428711,0.012844645669232126,,0.8999999999999999,0.6,,0.3,0.4,3,,,150,4,,,0.5
624,XGBoost,0.970777170924901,0.9889372939907378,0.9983845492428711,0.012844645669232126,,0.0,0.6,,0.8999999999999999,0.4,3,,,150,4,,,0.5
885,XGBoost,0.970777170924901,0.9889372939907378,0.9983845492428711,0.012844645669232126,,0.6,0.6,,0.0,0.4,3,,,150,4,,,0.5
1029,XGBoost,0.970777170924901,0.9889372939907378,0.9983845492428711,0.012844645669232126,,0.8999999999999999,0.6,,0.0,0.4,3,,,150,4,,,0.5
615,XGBoost,0.970777170924901,0.9889372939907378,0.9983845492428711,0.012844645669232126,,0.0,0.6,,0.6,0.4,3,,,150,4,,,0.5
734,XGBoost,0.970485954433097,0.9888905574286307,0.9983592324772742,0.013015836851979276,,0.3,0.3,,0.8999999999999999,0.7000000000000001,3,,,125,4,,,0.5
869,XGBoost,0.970485954433097,0.9888905574286307,0.9983592324772742,0.013015836851979276,,0.6,0.3,,0.6,0.7000000000000001,3,,,125,4,,,0.5
725,XGBoost,0.970485954433097,0.9888905574286307,0.9983592324772742,0.013015836851979276,,0.3,0.3,,0.6,0.7000000000000001,3,,,125,4,,,0.5
590,XGBoost,0.970485954433097,0.9888905574286307,0.9983592324772742,0.013015836851979276,,0.0,0.3,,0.8999999999999999,0.7000000000000001,3,,,125,4,,,0.5
707,XGBoost,0.970485954433097,0.9888905574286307,0.9983592324772742,0.013015836851979276,,0.3,0.3,,0.0,0.7000000000000001,3,,,125,4,,,0.5
581,XGBoost,0.970485954433097,0.9888905574286307,0.9983592324772742,0.013015836851979276,,0.0,0.3,,0.6,0.7000000000000001,3,,,125,4,,,0.5
878,XGBoost,0.970485954433097,0.9888905574286307,0.9983592324772742,0.013015836851979276,,0.6,0.3,,0.8999999999999999,0.7000000000000001,3,,,125,4,,,0.5
716,XGBoost,0.970485954433097,0.9888905574286307,0.9983592324772742,0.013015836851979276,,0.3,0.3,,0.3,0.7000000000000001,3,,,125,4,,,0.5
572,XGBoost,0.970485954433097,0.9888905574286307,0.9983592324772742,0.013015836851979276,,0.0,0.3,,0.3,0.7000000000000001,3,,,125,4,,,0.5
1022,XGBoost,0.970485954433097,0.9888905574286307,0.9983592324772742,0.013015836851979276,,0.8999999999999999,0.3,,0.8999999999999999,0.7000000000000001,3,,,125,4,,,0.5
860,XGBoost,0.970485954433097,0.9888905574286307,0.9983592324772742,0.013015836851979276,,0.6,0.3,,0.3,0.7000000000000001,3,,,125,4,,,0.5
1013,XGBoost,0.970485954433097,0.9888905574286307,0.9983592324772742,0.013015836851979276,,0.8999999999999999,0.3,,0.6,0.7000000000000001,3,,,125,4,,,0.5
1004,XGBoost,0.970485954433097,0.9888905574286307,0.9983592324772742,0.013015836851979276,,0.8999999999999999,0.3,,0.3,0.7000000000000001,3,,,125,4,,,0.5
563,XGBoost,0.970485954433097,0.9888905574286307,0.9983592324772742,0.013015836851979276,,0.0,0.3,,0.0,0.7000000000000001,3,,,125,4,,,0.5
851,XGBoost,0.970485954433097,0.9888905574286307,0.9983592324772742,0.013015836851979276,,0.6,0.3,,0.0,0.7000000000000001,3,,,125,4,,,0.5
995,XGBoost,0.970485954433097,0.9888905574286307,0.9983592324772742,0.013015836851979276,,0.8999999999999999,0.3,,0.0,0.7000000000000001,3,,,125,4,,,0.5
1010,XGBoost,0.9714039859319177,0.9888903513233486,0.9980714745151978,0.012369896869150448,,0.8999999999999999,0.3,,0.6,0.4,3,,,125,4,,,0.5
1001,XGBoost,0.9714039859319177,0.9888903513233486,0.9980714745151978,0.012369896869150448,,0.8999999999999999,0.3,,0.3,0.4,3,,,125,4,,,0.5
731,XGBoost,0.9714039859319177,0.9888903513233486,0.9980714745151978,0.012369896869150448,,0.3,0.3,,0.8999999999999999,0.4,3,,,125,4,,,0.5
722,XGBoost,0.9714039859319177,0.9888903513233486,0.9980714745151978,0.012369896869150448,,0.3,0.3,,0.6,0.4,3,,,125,4,,,0.5
1019,XGBoost,0.9714039859319177,0.9888903513233486,0.9980714745151978,0.012369896869150448,,0.8999999999999999,0.3,,0.8999999999999999,0.4,3,,,125,4,,,0.5
578,XGBoost,0.9714039859319177,0.9888903513233486,0.9980714745151978,0.012369896869150448,,0.0,0.3,,0.6,0.4,3,,,125,4,,,0.5
848,XGBoost,0.9714039859319177,0.9888903513233486,0.9980714745151978,0.012369896869150448,,0.6,0.3,,0.0,0.4,3,,,125,4,,,0.5
713,XGBoost,0.9714039859319177,0.9888903513233486,0.9980714745151978,0.012369896869150448,,0.3,0.3,,0.3,0.4,3,,,125,4,,,0.5
866,XGBoost,0.9714039859319177,0.9888903513233486,0.9980714745151978,0.012369896869150448,,0.6,0.3,,0.6,0.4,3,,,125,4,,,0.5
992,XGBoost,0.9714039859319177,0.9888903513233486,0.9980714745151978,0.012369896869150448,,0.8999999999999999,0.3,,0.0,0.4,3,,,125,4,,,0.5
587,XGBoost,0.9714039859319177,0.9888903513233486,0.9980714745151978,0.012369896869150448,,0.0,0.3,,0.8999999999999999,0.4,3,,,125,4,,,0.5
569,XGBoost,0.9714039859319177,0.9888903513233486,0.9980714745151978,0.012369896869150448,,0.0,0.3,,0.3,0.4,3,,,125,4,,,0.5
875,XGBoost,0.9714039859319177,0.9888903513233486,0.9980714745151978,0.012369896869150448,,0.6,0.3,,0.8999999999999999,0.4,3,,,125,4,,,0.5
704,XGBoost,0.9714039859319177,0.9888903513233486,0.9980714745151978,0.012369896869150448,,0.3,0.3,,0.0,0.4,3,,,125,4,,,0.5
857,XGBoost,0.9714039859319177,0.9888903513233486,0.9980714745151978,0.012369896869150448,,0.6,0.3,,0.3,0.4,3,,,125,4,,,0.5
560,XGBoost,0.9714039859319177,0.9888903513233486,0.9980714745151978,0.012369896869150448,,0.0,0.3,,0.0,0.4,3,,,125,4,,,0.5
1084,XGBoost,0.9710713523953043,0.9888227814774179,0.9983110100666137,0.01256211498387511,,0.8999999999999999,0.8999999999999999,,0.6,0.7000000000000001,3,,,100,4,,,0.5
652,XGBoost,0.9710713523953043,0.9888227814774179,0.9983110100666137,0.01256211498387511,,0.0,0.8999999999999999,,0.6,0.7000000000000001,3,,,100,4,,,0.5
1093,XGBoost,0.9710713523953043,0.9888227814774179,0.9983110100666137,0.01256211498387511,,0.8999999999999999,0.8999999999999999,,0.8999999999999999,0.7000000000000001,3,,,100,4,,,0.5
778,XGBoost,0.9710713523953043,0.9888227814774179,0.9983110100666137,0.01256211498387511,,0.3,0.8999999999999999,,0.0,0.7000000000000001,3,,,100,4,,,0.5
1066,XGBoost,0.9710713523953043,0.9888227814774179,0.9983110100666137,0.01256211498387511,,0.8999999999999999,0.8999999999999999,,0.0,0.7000000000000001,3,,,100,4,,,0.5
949,XGBoost,0.9710713523953043,0.9888227814774179,0.9983110100666137,0.01256211498387511,,0.6,0.8999999999999999,,0.8999999999999999,0.7000000000000001,3,,,100,4,,,0.5
634,XGBoost,0.9710713523953043,0.9888227814774179,0.9983110100666137,0.01256211498387511,,0.0,0.8999999999999999,,0.0,0.7000000000000001,3,,,100,4,,,0.5
787,XGBoost,0.9710713523953043,0.9888227814774179,0.9983110100666137,0.01256211498387511,,0.3,0.8999999999999999,,0.3,0.7000000000000001,3,,,100,4,,,0.5
1075,XGBoost,0.9710713523953043,0.9888227814774179,0.9983110100666137,0.01256211498387511,,0.8999999999999999,0.8999999999999999,,0.3,0.7000000000000001,3,,,100,4,,,0.5
661,XGBoost,0.9710713523953043,0.9888227814774179,0.9983110100666137,0.01256211498387511,,0.0,0.8999999999999999,,0.8999999999999999,0.7000000000000001,3,,,100,4,,,0.5
805,XGBoost,0.9710713523953043,0.9888227814774179,0.9983110100666137,0.01256211498387511,,0.3,0.8999999999999999,,0.8999999999999999,0.7000000000000001,3,,,100,4,,,0.5
796,XGBoost,0.9710713523953043,0.9888227814774179,0.9983110100666137,0.01256211498387511,,0.3,0.8999999999999999,,0.6,0.7000000000000001,3,,,100,4,,,0.5
931,XGBoost,0.9710713523953043,0.9888227814774179,0.9983110100666137,0.01256211498387511,,0.6,0.8999999999999999,,0.3,0.7000000000000001,3,,,100,4,,,0.5
643,XGBoost,0.9710713523953043,0.9888227814774179,0.9983110100666137,0.01256211498387511,,0.0,0.8999999999999999,,0.3,0.7000000000000001,3,,,100,4,,,0.5
940,XGBoost,0.9710713523953043,0.9888227814774179,0.9983110100666137,0.01256211498387511,,0.6,0.8999999999999999,,0.6,0.7000000000000001,3,,,100,4,,,0.5
922,XGBoost,0.9710713523953043,0.9888227814774179,0.9983110100666137,0.01256211498387511,,0.6,0.8999999999999999,,0.0,0.7000000000000001,3,,,100,4,,,0.5
633,XGBoost,0.9705164381193214,0.988819131177455,0.9983982740828283,0.012946671119758175,,0.0,0.8999999999999999,,0.0,0.4,3,,,150,4,,,0.5
786,XGBoost,0.9705164381193214,0.988819131177455,0.9983982740828283,0.012946671119758175,,0.3,0.8999999999999999,,0.3,0.4,3,,,150,4,,,0.5
795,XGBoost,0.9705164381193214,0.988819131177455,0.9983982740828283,0.012946671119758175,,0.3,0.8999999999999999,,0.6,0.4,3,,,150,4,,,0.5
1092,XGBoost,0.9705164381193214,0.988819131177455,0.9983982740828283,0.012946671119758175,,0.8999999999999999,0.8999999999999999,,0.8999999999999999,0.4,3,,,150,4,,,0.5
777,XGBoost,0.9705164381193214,0.988819131177455,0.9983982740828283,0.012946671119758175,,0.3,0.8999999999999999,,0.0,0.4,3,,,150,4,,,0.5
804,XGBoost,0.9705164381193214,0.988819131177455,0.9983982740828283,0.012946671119758175,,0.3,0.8999999999999999,,0.8999999999999999,0.4,3,,,150,4,,,0.5
1083,XGBoost,0.9705164381193214,0.988819131177455,0.9983982740828283,0.012946671119758175,,0.8999999999999999,0.8999999999999999,,0.6,0.4,3,,,150,4,,,0.5
651,XGBoost,0.9705164381193214,0.988819131177455,0.9983982740828283,0.012946671119758175,,0.0,0.8999999999999999,,0.6,0.4,3,,,150,4,,,0.5
1065,XGBoost,0.9705164381193214,0.988819131177455,0.9983982740828283,0.012946671119758175,,0.8999999999999999,0.8999999999999999,,0.0,0.4,3,,,150,4,,,0.5
930,XGBoost,0.9705164381193214,0.988819131177455,0.9983982740828283,0.012946671119758175,,0.6,0.8999999999999999,,0.3,0.4,3,,,150,4,,,0.5
948,XGBoost,0.9705164381193214,0.988819131177455,0.9983982740828283,0.012946671119758175,,0.6,0.8999999999999999,,0.8999999999999999,0.4,3,,,150,4,,,0.5
660,XGBoost,0.9705164381193214,0.988819131177455,0.9983982740828283,0.012946671119758175,,0.0,0.8999999999999999,,0.8999999999999999,0.4,3,,,150,4,,,0.5
939,XGBoost,0.9705164381193214,0.988819131177455,0.9983982740828283,0.012946671119758175,,0.6,0.8999999999999999,,0.6,0.4,3,,,150,4,,,0.5
1074,XGBoost,0.9705164381193214,0.988819131177455,0.9983982740828283,0.012946671119758175,,0.8999999999999999,0.8999999999999999,,0.3,0.4,3,,,150,4,,,0.5
921,XGBoost,0.9705164381193214,0.988819131177455,0.9983982740828283,0.012946671119758175,,0.6,0.8999999999999999,,0.0,0.4,3,,,150,4,,,0.5
642,XGBoost,0.9705164381193214,0.988819131177455,0.9983982740828283,0.012946671119758175,,0.0,0.8999999999999999,,0.3,0.4,3,,,150,4,,,0.5
580,XGBoost,0.9706465265553677,0.9888164855143787,0.9981118144164235,0.012849249091125153,,0.0,0.3,,0.6,0.7000000000000001,3,,,100,4,,,0.5
589,XGBoost,0.9706465265553677,0.9888164855143787,0.9981118144164235,0.012849249091125153,,0.0,0.3,,0.8999999999999999,0.7000000000000001,3,,,100,4,,,0.5
706,XGBoost,0.9706465265553677,0.9888164855143787,0.9981118144164235,0.012849249091125153,,0.3,0.3,,0.0,0.7000000000000001,3,,,100,4,,,0.5
877,XGBoost,0.9706465265553677,0.9888164855143787,0.9981118144164235,0.012849249091125153,,0.6,0.3,,0.8999999999999999,0.7000000000000001,3,,,100,4,,,0.5
571,XGBoost,0.9706465265553677,0.9888164855143787,0.9981118144164235,0.012849249091125153,,0.0,0.3,,0.3,0.7000000000000001,3,,,100,4,,,0.5
859,XGBoost,0.9706465265553677,0.9888164855143787,0.9981118144164235,0.012849249091125153,,0.6,0.3,,0.3,0.7000000000000001,3,,,100,4,,,0.5
715,XGBoost,0.9706465265553677,0.9888164855143787,0.9981118144164235,0.012849249091125153,,0.3,0.3,,0.3,0.7000000000000001,3,,,100,4,,,0.5
868,XGBoost,0.9706465265553677,0.9888164855143787,0.9981118144164235,0.012849249091125153,,0.6,0.3,,0.6,0.7000000000000001,3,,,100,4,,,0.5
562,XGBoost,0.9706465265553677,0.9888164855143787,0.9981118144164235,0.012849249091125153,,0.0,0.3,,0.0,0.7000000000000001,3,,,100,4,,,0.5
724,XGBoost,0.9706465265553677,0.9888164855143787,0.9981118144164235,0.012849249091125153,,0.3,0.3,,0.6,0.7000000000000001,3,,,100,4,,,0.5
850,XGBoost,0.9706465265553677,0.9888164855143787,0.9981118144164235,0.012849249091125153,,0.6,0.3,,0.0,0.7000000000000001,3,,,100,4,,,0.5
1021,XGBoost,0.9706465265553677,0.9888164855143787,0.9981118144164235,0.012849249091125153,,0.8999999999999999,0.3,,0.8999999999999999,0.7000000000000001,3,,,100,4,,,0.5
733,XGBoost,0.9706465265553677,0.9888164855143787,0.9981118144164235,0.012849249091125153,,0.3,0.3,,0.8999999999999999,0.7000000000000001,3,,,100,4,,,0.5
994,XGBoost,0.9706465265553677,0.9888164855143787,0.9981118144164235,0.012849249091125153,,0.8999999999999999,0.3,,0.0,0.7000000000000001,3,,,100,4,,,0.5
