C,alpha,estimator,gamma,kernel,lambda,learning_rate,max_depth,max_score,mean_score,min_samples_leaf,min_samples_split,min_score,n_estimators,n_jobs,n_neighbors,penalty,std_score,subsample
0.05,,SVM,,rbf,,,,0.8875968992248062,0.8762561010623026,,,0.8540051679586563,,,,,0.015734767992988553,
0.25,,SVM,,linear,,,,0.8871662360034454,0.8853000287108815,,,0.8832902670111973,,,,,0.0015856102522519779,
0.15000000000000002,,SVM,,linear,,,,0.8871662360034454,0.8847258110824002,,,0.8828596037898363,,,,,0.0018044509173093313,
0.35000000000000003,,SVM,,linear,,,,0.8871662360034454,0.8855871375251221,,,0.8837209302325582,,,,,0.0014211161264156965,
0.4,,SVM,,linear,,,,0.8871662360034454,0.8853000287108815,,,0.8824289405684754,,,,,0.002060393352628119,
0.3,,SVM,,linear,,,,0.8867355727820844,0.8850129198966408,,,0.8832902670111973,,,,,0.0014065401910899346,
0.2,,SVM,,linear,,,,0.8867355727820844,0.8855871375251221,,,0.8837209302325582,,,,,0.001331268804980699,
,0.0,XGBoost,0.0,,0.8999999999999999,0.7000000000000001,3,0.9926787252368647,0.9513350559862189,,,0.8755383290267011,150,4,,,0.05367015306596804,0.5
,0.3,XGBoost,0.0,,0.0,0.7000000000000001,3,0.9926787252368647,0.9513350559862189,,,0.8755383290267011,150,4,,,0.05367015306596804,0.5
,0.3,XGBoost,0.0,,0.3,0.7000000000000001,3,0.9926787252368647,0.9513350559862189,,,0.8755383290267011,150,4,,,0.05367015306596804,0.5
,0.0,XGBoost,0.0,,0.3,0.7000000000000001,3,0.9926787252368647,0.9513350559862189,,,0.8755383290267011,150,4,,,0.05367015306596804,0.5
,0.8999999999999999,XGBoost,0.0,,0.8999999999999999,0.7000000000000001,3,0.9926787252368647,0.9513350559862189,,,0.8755383290267011,150,4,,,0.05367015306596804,0.5
,0.0,XGBoost,0.0,,0.6,0.7000000000000001,3,0.9926787252368647,0.9513350559862189,,,0.8755383290267011,150,4,,,0.05367015306596804,0.5
,0.6,XGBoost,0.0,,0.3,0.7000000000000001,3,0.9926787252368647,0.9513350559862189,,,0.8755383290267011,150,4,,,0.05367015306596804,0.5
,0.8999999999999999,XGBoost,0.0,,0.3,0.7000000000000001,3,0.9926787252368647,0.9513350559862189,,,0.8755383290267011,150,4,,,0.05367015306596804,0.5
,0.8999999999999999,XGBoost,0.0,,0.0,0.7000000000000001,3,0.9926787252368647,0.9513350559862189,,,0.8755383290267011,150,4,,,0.05367015306596804,0.5
,0.3,XGBoost,0.0,,0.6,0.7000000000000001,3,0.9926787252368647,0.9513350559862189,,,0.8755383290267011,150,4,,,0.05367015306596804,0.5
,0.0,XGBoost,0.0,,0.0,0.7000000000000001,3,0.9926787252368647,0.9513350559862189,,,0.8755383290267011,150,4,,,0.05367015306596804,0.5
,0.6,XGBoost,0.0,,0.0,0.7000000000000001,3,0.9926787252368647,0.9513350559862189,,,0.8755383290267011,150,4,,,0.05367015306596804,0.5
,0.6,XGBoost,0.0,,0.6,0.7000000000000001,3,0.9926787252368647,0.9513350559862189,,,0.8755383290267011,150,4,,,0.05367015306596804,0.5
,0.8999999999999999,XGBoost,0.0,,0.6,0.7000000000000001,3,0.9926787252368647,0.9513350559862189,,,0.8755383290267011,150,4,,,0.05367015306596804,0.5
,0.6,XGBoost,0.0,,0.8999999999999999,0.7000000000000001,3,0.9926787252368647,0.9513350559862189,,,0.8755383290267011,150,4,,,0.05367015306596804,0.5
,0.3,XGBoost,0.0,,0.8999999999999999,0.7000000000000001,3,0.9926787252368647,0.9513350559862189,,,0.8755383290267011,150,4,,,0.05367015306596804,0.5
,0.0,XGBoost,0.6,,0.6,0.4,3,0.9922480620155039,0.9510479471719782,,,0.8738156761412575,150,4,,,0.05465220163659408,0.5
,0.3,XGBoost,0.6,,0.6,0.4,3,0.9922480620155039,0.9510479471719782,,,0.8738156761412575,150,4,,,0.05465220163659408,0.5
,0.0,XGBoost,0.6,,0.0,0.4,3,0.9922480620155039,0.9510479471719782,,,0.8738156761412575,150,4,,,0.05465220163659408,0.5
,0.8999999999999999,XGBoost,0.6,,0.6,0.4,3,0.9922480620155039,0.9510479471719782,,,0.8738156761412575,150,4,,,0.05465220163659408,0.5
,0.3,XGBoost,0.6,,0.3,0.4,3,0.9922480620155039,0.9510479471719782,,,0.8738156761412575,150,4,,,0.05465220163659408,0.5
,0.3,XGBoost,0.6,,0.8999999999999999,0.4,3,0.9922480620155039,0.9510479471719782,,,0.8738156761412575,150,4,,,0.05465220163659408,0.5
,0.3,XGBoost,0.6,,0.0,0.4,3,0.9922480620155039,0.9510479471719782,,,0.8738156761412575,150,4,,,0.05465220163659408,0.5
,0.0,XGBoost,0.6,,0.8999999999999999,0.4,3,0.9922480620155039,0.9510479471719782,,,0.8738156761412575,150,4,,,0.05465220163659408,0.5
,0.8999999999999999,XGBoost,0.6,,0.8999999999999999,0.4,3,0.9922480620155039,0.9510479471719782,,,0.8738156761412575,150,4,,,0.05465220163659408,0.5
,0.6,XGBoost,0.6,,0.0,0.4,3,0.9922480620155039,0.9510479471719782,,,0.8738156761412575,150,4,,,0.05465220163659408,0.5
,0.6,XGBoost,0.6,,0.8999999999999999,0.4,3,0.9922480620155039,0.9510479471719782,,,0.8738156761412575,150,4,,,0.05465220163659408,0.5
,0.0,XGBoost,0.6,,0.3,0.4,3,0.9922480620155039,0.9510479471719782,,,0.8738156761412575,150,4,,,0.05465220163659408,0.5
,0.8999999999999999,XGBoost,0.6,,0.3,0.4,3,0.9922480620155039,0.9510479471719782,,,0.8738156761412575,150,4,,,0.05465220163659408,0.5
,0.6,XGBoost,0.6,,0.6,0.4,3,0.9922480620155039,0.9510479471719782,,,0.8738156761412575,150,4,,,0.05465220163659408,0.5
,0.8999999999999999,XGBoost,0.6,,0.0,0.4,3,0.9922480620155039,0.9510479471719782,,,0.8738156761412575,150,4,,,0.05465220163659408,0.5
,0.6,XGBoost,0.6,,0.3,0.4,3,0.9922480620155039,0.9510479471719782,,,0.8738156761412575,150,4,,,0.05465220163659408,0.5
,0.6,XGBoost,0.8999999999999999,,0.0,0.7000000000000001,3,0.991817398794143,0.9497559575078954,,,0.8686477174849268,150,4,,,0.05736539007184839,0.5
,0.8999999999999999,XGBoost,0.8999999999999999,,0.3,0.7000000000000001,3,0.991817398794143,0.9497559575078954,,,0.8686477174849268,150,4,,,0.05736539007184839,0.5
,0.6,XGBoost,0.8999999999999999,,0.8999999999999999,0.7000000000000001,3,0.991817398794143,0.9497559575078954,,,0.8686477174849268,150,4,,,0.05736539007184839,0.5
,0.8999999999999999,XGBoost,0.8999999999999999,,0.0,0.7000000000000001,3,0.991817398794143,0.9497559575078954,,,0.8686477174849268,150,4,,,0.05736539007184839,0.5
,0.8999999999999999,XGBoost,0.8999999999999999,,0.8999999999999999,0.7000000000000001,3,0.991817398794143,0.9497559575078954,,,0.8686477174849268,150,4,,,0.05736539007184839,0.5
,0.6,XGBoost,0.8999999999999999,,0.6,0.7000000000000001,3,0.991817398794143,0.9497559575078954,,,0.8686477174849268,150,4,,,0.05736539007184839,0.5
,0.8999999999999999,XGBoost,0.8999999999999999,,0.6,0.7000000000000001,3,0.991817398794143,0.9497559575078954,,,0.8686477174849268,150,4,,,0.05736539007184839,0.5
,0.3,XGBoost,0.8999999999999999,,0.6,0.7000000000000001,3,0.991817398794143,0.9497559575078954,,,0.8686477174849268,150,4,,,0.05736539007184839,0.5
,0.6,XGBoost,0.8999999999999999,,0.3,0.7000000000000001,3,0.991817398794143,0.9497559575078954,,,0.8686477174849268,150,4,,,0.05736539007184839,0.5
,0.0,XGBoost,0.8999999999999999,,0.3,0.7000000000000001,3,0.991817398794143,0.9497559575078954,,,0.8686477174849268,150,4,,,0.05736539007184839,0.5
,0.0,XGBoost,0.8999999999999999,,0.6,0.7000000000000001,3,0.991817398794143,0.9497559575078954,,,0.8686477174849268,150,4,,,0.05736539007184839,0.5
,0.0,XGBoost,0.8999999999999999,,0.8999999999999999,0.7000000000000001,3,0.991817398794143,0.9497559575078954,,,0.8686477174849268,150,4,,,0.05736539007184839,0.5
,0.3,XGBoost,0.8999999999999999,,0.3,0.7000000000000001,3,0.991817398794143,0.9497559575078954,,,0.8686477174849268,150,4,,,0.05736539007184839,0.5
,0.0,XGBoost,0.8999999999999999,,0.0,0.7000000000000001,3,0.991817398794143,0.9497559575078954,,,0.8686477174849268,150,4,,,0.05736539007184839,0.5
,0.3,XGBoost,0.8999999999999999,,0.0,0.7000000000000001,3,0.991817398794143,0.9497559575078954,,,0.8686477174849268,150,4,,,0.05736539007184839,0.5
,0.3,XGBoost,0.8999999999999999,,0.8999999999999999,0.7000000000000001,3,0.991817398794143,0.9497559575078954,,,0.8686477174849268,150,4,,,0.05736539007184839,0.5
,0.0,XGBoost,0.0,,0.8999999999999999,0.7000000000000001,3,0.9909560723514211,0.9493252942865346,,,0.872093023255814,125,4,,,0.05466690550429592,0.5
,0.3,XGBoost,0.0,,0.6,0.7000000000000001,3,0.9909560723514211,0.9493252942865346,,,0.872093023255814,125,4,,,0.05466690550429592,0.5
,0.8999999999999999,XGBoost,0.0,,0.6,0.7000000000000001,3,0.9909560723514211,0.9493252942865346,,,0.872093023255814,125,4,,,0.05466690550429592,0.5
,0.6,XGBoost,0.0,,0.8999999999999999,0.7000000000000001,3,0.9909560723514211,0.9493252942865346,,,0.872093023255814,125,4,,,0.05466690550429592,0.5
,0.0,XGBoost,0.0,,0.0,0.7000000000000001,3,0.9909560723514211,0.9493252942865346,,,0.872093023255814,125,4,,,0.05466690550429592,0.5
,0.6,XGBoost,0.0,,0.6,0.7000000000000001,3,0.9909560723514211,0.9493252942865346,,,0.872093023255814,125,4,,,0.05466690550429592,0.5
,0.8999999999999999,XGBoost,0.0,,0.8999999999999999,0.7000000000000001,3,0.9909560723514211,0.9493252942865346,,,0.872093023255814,125,4,,,0.05466690550429592,0.5
,0.6,XGBoost,0.0,,0.3,0.7000000000000001,3,0.9909560723514211,0.9493252942865346,,,0.872093023255814,125,4,,,0.05466690550429592,0.5
,0.3,XGBoost,0.0,,0.8999999999999999,0.7000000000000001,3,0.9909560723514211,0.9493252942865346,,,0.872093023255814,125,4,,,0.05466690550429592,0.5
,0.8999999999999999,XGBoost,0.0,,0.3,0.7000000000000001,3,0.9909560723514211,0.9493252942865346,,,0.872093023255814,125,4,,,0.05466690550429592,0.5
,0.3,XGBoost,0.0,,0.3,0.7000000000000001,3,0.9909560723514211,0.9493252942865346,,,0.872093023255814,125,4,,,0.05466690550429592,0.5
,0.6,XGBoost,0.0,,0.0,0.7000000000000001,3,0.9909560723514211,0.9493252942865346,,,0.872093023255814,125,4,,,0.05466690550429592,0.5
,0.0,XGBoost,0.0,,0.3,0.7000000000000001,3,0.9909560723514211,0.9493252942865346,,,0.872093023255814,125,4,,,0.05466690550429592,0.5
,0.3,XGBoost,0.0,,0.0,0.7000000000000001,3,0.9909560723514211,0.9493252942865346,,,0.872093023255814,125,4,,,0.05466690550429592,0.5
,0.8999999999999999,XGBoost,0.0,,0.0,0.7000000000000001,3,0.9909560723514211,0.9493252942865346,,,0.872093023255814,125,4,,,0.05466690550429592,0.5
,0.0,XGBoost,0.0,,0.6,0.7000000000000001,3,0.9909560723514211,0.9493252942865346,,,0.872093023255814,125,4,,,0.05466690550429592,0.5
,0.8999999999999999,XGBoost,0.0,,0.8999999999999999,0.7000000000000001,3,0.9905254091300603,0.9488946310651737,,,0.8716623600344531,100,4,,,0.05466690550429592,0.5
,0.3,XGBoost,0.0,,0.0,0.7000000000000001,3,0.9905254091300603,0.9488946310651737,,,0.8716623600344531,100,4,,,0.05466690550429592,0.5
,0.3,XGBoost,0.0,,0.3,0.7000000000000001,3,0.9905254091300603,0.9488946310651737,,,0.8716623600344531,100,4,,,0.05466690550429592,0.5
,0.8999999999999999,XGBoost,0.3,,0.3,0.7000000000000001,3,0.9905254091300603,0.9514786103933391,,,0.8768303186907838,125,4,,,0.052803049934298726,0.5
,0.6,XGBoost,0.3,,0.0,0.7000000000000001,3,0.9905254091300603,0.9514786103933391,,,0.8768303186907838,125,4,,,0.052803049934298726,0.5
,0.6,XGBoost,0.3,,0.3,0.7000000000000001,3,0.9905254091300603,0.9514786103933391,,,0.8768303186907838,125,4,,,0.052803049934298726,0.5
,0.8999999999999999,XGBoost,0.3,,0.0,0.7000000000000001,3,0.9905254091300603,0.9514786103933391,,,0.8768303186907838,125,4,,,0.052803049934298726,0.5
,0.8999999999999999,XGBoost,0.3,,0.8999999999999999,0.7000000000000001,3,0.9905254091300603,0.9514786103933391,,,0.8768303186907838,125,4,,,0.052803049934298726,0.5
,0.6,XGBoost,0.3,,0.6,0.7000000000000001,3,0.9905254091300603,0.9514786103933391,,,0.8768303186907838,125,4,,,0.052803049934298726,0.5
,0.3,XGBoost,0.0,,0.6,0.7000000000000001,3,0.9905254091300603,0.9488946310651737,,,0.8716623600344531,100,4,,,0.05466690550429592,0.5
,0.6,XGBoost,0.0,,0.8999999999999999,0.7000000000000001,3,0.9905254091300603,0.9488946310651737,,,0.8716623600344531,100,4,,,0.05466690550429592,0.5
,0.8999999999999999,XGBoost,0.3,,0.6,0.7000000000000001,3,0.9905254091300603,0.9514786103933391,,,0.8768303186907838,125,4,,,0.052803049934298726,0.5
,0.0,XGBoost,0.3,,0.6,0.7000000000000001,3,0.9905254091300603,0.9514786103933391,,,0.8768303186907838,125,4,,,0.052803049934298726,0.5
,0.3,XGBoost,0.0,,0.8999999999999999,0.7000000000000001,3,0.9905254091300603,0.9488946310651737,,,0.8716623600344531,100,4,,,0.05466690550429592,0.5
,0.6,XGBoost,0.0,,0.3,0.7000000000000001,3,0.9905254091300603,0.9488946310651737,,,0.8716623600344531,100,4,,,0.05466690550429592,0.5
,0.0,XGBoost,0.0,,0.0,0.7000000000000001,3,0.9905254091300603,0.9488946310651737,,,0.8716623600344531,100,4,,,0.05466690550429592,0.5
,0.0,XGBoost,0.0,,0.3,0.7000000000000001,3,0.9905254091300603,0.9488946310651737,,,0.8716623600344531,100,4,,,0.05466690550429592,0.5
,0.0,XGBoost,0.0,,0.6,0.7000000000000001,3,0.9905254091300603,0.9488946310651737,,,0.8716623600344531,100,4,,,0.05466690550429592,0.5
,0.3,XGBoost,0.3,,0.0,0.7000000000000001,3,0.9905254091300603,0.9514786103933391,,,0.8768303186907838,125,4,,,0.052803049934298726,0.5
,0.0,XGBoost,0.0,,0.8999999999999999,0.7000000000000001,3,0.9905254091300603,0.9488946310651737,,,0.8716623600344531,100,4,,,0.05466690550429592,0.5
,0.0,XGBoost,0.3,,0.0,0.7000000000000001,3,0.9905254091300603,0.9514786103933391,,,0.8768303186907838,125,4,,,0.052803049934298726,0.5
,0.8999999999999999,XGBoost,0.0,,0.0,0.7000000000000001,3,0.9905254091300603,0.9488946310651737,,,0.8716623600344531,100,4,,,0.05466690550429592,0.5
,0.6,XGBoost,0.3,,0.8999999999999999,0.7000000000000001,3,0.9905254091300603,0.9514786103933391,,,0.8768303186907838,125,4,,,0.052803049934298726,0.5
,0.0,XGBoost,0.3,,0.3,0.7000000000000001,3,0.9905254091300603,0.9514786103933391,,,0.8768303186907838,125,4,,,0.052803049934298726,0.5
,0.6,XGBoost,0.0,,0.0,0.7000000000000001,3,0.9905254091300603,0.9488946310651737,,,0.8716623600344531,100,4,,,0.05466690550429592,0.5
,0.8999999999999999,XGBoost,0.0,,0.3,0.7000000000000001,3,0.9905254091300603,0.9488946310651737,,,0.8716623600344531,100,4,,,0.05466690550429592,0.5
,0.3,XGBoost,0.3,,0.8999999999999999,0.7000000000000001,3,0.9905254091300603,0.9514786103933391,,,0.8768303186907838,125,4,,,0.052803049934298726,0.5
,0.3,XGBoost,0.3,,0.6,0.7000000000000001,3,0.9905254091300603,0.9514786103933391,,,0.8768303186907838,125,4,,,0.052803049934298726,0.5
,0.0,XGBoost,0.3,,0.8999999999999999,0.7000000000000001,3,0.9905254091300603,0.9514786103933391,,,0.8768303186907838,125,4,,,0.052803049934298726,0.5
,0.6,XGBoost,0.0,,0.6,0.7000000000000001,3,0.9905254091300603,0.9488946310651737,,,0.8716623600344531,100,4,,,0.05466690550429592,0.5
,0.3,XGBoost,0.3,,0.3,0.7000000000000001,3,0.9905254091300603,0.9514786103933391,,,0.8768303186907838,125,4,,,0.052803049934298726,0.5
,0.8999999999999999,XGBoost,0.0,,0.6,0.7000000000000001,3,0.9905254091300603,0.9488946310651737,,,0.8716623600344531,100,4,,,0.05466690550429592,0.5
,0.0,XGBoost,0.8999999999999999,,0.6,0.7000000000000001,3,0.9900947459086994,0.9487510766580534,,,0.8664944013781223,125,4,,,0.05816451861621242,0.5
,0.3,XGBoost,0.8999999999999999,,0.8999999999999999,0.7000000000000001,3,0.9900947459086994,0.9494688486936549,,,0.8716623600344531,100,4,,,0.05503547214339495,0.5
,0.3,XGBoost,0.8999999999999999,,0.3,0.7000000000000001,3,0.9900947459086994,0.9494688486936549,,,0.8716623600344531,100,4,,,0.05503547214339495,0.5
,0.8999999999999999,XGBoost,0.8999999999999999,,0.0,0.7000000000000001,3,0.9900947459086994,0.9487510766580534,,,0.8664944013781223,125,4,,,0.05816451861621242,0.5
,0.3,XGBoost,0.8999999999999999,,0.3,0.7000000000000001,3,0.9900947459086994,0.9487510766580534,,,0.8664944013781223,125,4,,,0.05816451861621242,0.5
,0.6,XGBoost,0.8999999999999999,,0.6,0.7000000000000001,3,0.9900947459086994,0.9494688486936549,,,0.8716623600344531,100,4,,,0.05503547214339495,0.5
,0.0,XGBoost,0.8999999999999999,,0.6,0.7000000000000001,3,0.9900947459086994,0.9494688486936549,,,0.8716623600344531,100,4,,,0.05503547214339495,0.5
,0.8999999999999999,XGBoost,0.8999999999999999,,0.6,0.7000000000000001,3,0.9900947459086994,0.9494688486936549,,,0.8716623600344531,100,4,,,0.05503547214339495,0.5
,0.6,XGBoost,0.8999999999999999,,0.3,0.7000000000000001,3,0.9900947459086994,0.9494688486936549,,,0.8716623600344531,100,4,,,0.05503547214339495,0.5
,0.6,XGBoost,0.8999999999999999,,0.3,0.7000000000000001,3,0.9900947459086994,0.9487510766580534,,,0.8664944013781223,125,4,,,0.05816451861621242,0.5
,0.0,XGBoost,0.8999999999999999,,0.3,0.7000000000000001,3,0.9900947459086994,0.9487510766580534,,,0.8664944013781223,125,4,,,0.05816451861621242,0.5
,0.3,XGBoost,0.8999999999999999,,0.6,0.7000000000000001,3,0.9900947459086994,0.9494688486936549,,,0.8716623600344531,100,4,,,0.05503547214339495,0.5
,0.3,XGBoost,0.8999999999999999,,0.8999999999999999,0.7000000000000001,3,0.9900947459086994,0.9487510766580534,,,0.8664944013781223,125,4,,,0.05816451861621242,0.5
,0.0,XGBoost,0.8999999999999999,,0.8999999999999999,0.7000000000000001,3,0.9900947459086994,0.9494688486936549,,,0.8716623600344531,100,4,,,0.05503547214339495,0.5
,0.0,XGBoost,0.8999999999999999,,0.8999999999999999,0.7000000000000001,3,0.9900947459086994,0.9487510766580534,,,0.8664944013781223,125,4,,,0.05816451861621242,0.5
,0.8999999999999999,XGBoost,0.8999999999999999,,0.6,0.7000000000000001,3,0.9900947459086994,0.9487510766580534,,,0.8664944013781223,125,4,,,0.05816451861621242,0.5
,0.6,XGBoost,0.8999999999999999,,0.6,0.7000000000000001,3,0.9900947459086994,0.9487510766580534,,,0.8664944013781223,125,4,,,0.05816451861621242,0.5
,0.8999999999999999,XGBoost,0.8999999999999999,,0.3,0.7000000000000001,3,0.9900947459086994,0.9487510766580534,,,0.8664944013781223,125,4,,,0.05816451861621242,0.5
,0.3,XGBoost,0.8999999999999999,,0.0,0.7000000000000001,3,0.9900947459086994,0.9487510766580534,,,0.8664944013781223,125,4,,,0.05816451861621242,0.5
,0.3,XGBoost,0.8999999999999999,,0.0,0.7000000000000001,3,0.9900947459086994,0.9494688486936549,,,0.8716623600344531,100,4,,,0.05503547214339495,0.5
,0.6,XGBoost,0.8999999999999999,,0.8999999999999999,0.7000000000000001,3,0.9900947459086994,0.9494688486936549,,,0.8716623600344531,100,4,,,0.05503547214339495,0.5
,0.6,XGBoost,0.8999999999999999,,0.8999999999999999,0.7000000000000001,3,0.9900947459086994,0.9487510766580534,,,0.8664944013781223,125,4,,,0.05816451861621242,0.5
,0.6,XGBoost,0.8999999999999999,,0.0,0.7000000000000001,3,0.9900947459086994,0.9487510766580534,,,0.8664944013781223,125,4,,,0.05816451861621242,0.5
,0.8999999999999999,XGBoost,0.8999999999999999,,0.3,0.7000000000000001,3,0.9900947459086994,0.9494688486936549,,,0.8716623600344531,100,4,,,0.05503547214339495,0.5
,0.6,XGBoost,0.8999999999999999,,0.0,0.7000000000000001,3,0.9900947459086994,0.9494688486936549,,,0.8716623600344531,100,4,,,0.05503547214339495,0.5
,0.0,XGBoost,0.8999999999999999,,0.3,0.7000000000000001,3,0.9900947459086994,0.9494688486936549,,,0.8716623600344531,100,4,,,0.05503547214339495,0.5
,0.3,XGBoost,0.8999999999999999,,0.6,0.7000000000000001,3,0.9900947459086994,0.9487510766580534,,,0.8664944013781223,125,4,,,0.05816451861621242,0.5
,0.8999999999999999,XGBoost,0.8999999999999999,,0.0,0.7000000000000001,3,0.9900947459086994,0.9494688486936549,,,0.8716623600344531,100,4,,,0.05503547214339495,0.5
,0.8999999999999999,XGBoost,0.8999999999999999,,0.8999999999999999,0.7000000000000001,3,0.9900947459086994,0.9487510766580534,,,0.8664944013781223,125,4,,,0.05816451861621242,0.5
,0.0,XGBoost,0.8999999999999999,,0.0,0.7000000000000001,3,0.9900947459086994,0.9487510766580534,,,0.8664944013781223,125,4,,,0.05816451861621242,0.5
,0.0,XGBoost,0.8999999999999999,,0.0,0.7000000000000001,3,0.9900947459086994,0.9494688486936549,,,0.8716623600344531,100,4,,,0.05503547214339495,0.5
,0.8999999999999999,XGBoost,0.8999999999999999,,0.8999999999999999,0.7000000000000001,3,0.9900947459086994,0.9494688486936549,,,0.8716623600344531,100,4,,,0.05503547214339495,0.5
,0.8999999999999999,XGBoost,0.6,,0.6,0.7000000000000001,3,0.9896640826873385,0.9496124031007752,,,0.8751076658053403,150,4,,,0.05273236230455748,0.5
,0.3,XGBoost,0.6,,0.3,0.7000000000000001,3,0.9896640826873385,0.9496124031007752,,,0.8751076658053403,150,4,,,0.05273236230455748,0.5
,0.6,XGBoost,0.6,,0.6,0.7000000000000001,3,0.9896640826873385,0.9496124031007752,,,0.8751076658053403,150,4,,,0.05273236230455748,0.5
,0.6,XGBoost,0.6,,0.0,0.7000000000000001,3,0.9896640826873385,0.9496124031007752,,,0.8751076658053403,150,4,,,0.05273236230455748,0.5
,0.3,XGBoost,0.6,,0.6,0.7000000000000001,3,0.9896640826873385,0.9496124031007752,,,0.8751076658053403,150,4,,,0.05273236230455748,0.5
,0.8999999999999999,XGBoost,0.6,,0.0,0.7000000000000001,3,0.9896640826873385,0.9496124031007752,,,0.8751076658053403,150,4,,,0.05273236230455748,0.5
,0.0,XGBoost,0.6,,0.8999999999999999,0.7000000000000001,3,0.9896640826873385,0.9496124031007752,,,0.8751076658053403,150,4,,,0.05273236230455748,0.5
,0.3,XGBoost,0.6,,0.0,0.7000000000000001,3,0.9896640826873385,0.9496124031007752,,,0.8751076658053403,150,4,,,0.05273236230455748,0.5
,0.3,XGBoost,0.6,,0.8999999999999999,0.7000000000000001,3,0.9896640826873385,0.9496124031007752,,,0.8751076658053403,150,4,,,0.05273236230455748,0.5
,0.6,XGBoost,0.6,,0.8999999999999999,0.7000000000000001,3,0.9896640826873385,0.9496124031007752,,,0.8751076658053403,150,4,,,0.05273236230455748,0.5
,0.0,XGBoost,0.6,,0.3,0.7000000000000001,3,0.9896640826873385,0.9496124031007752,,,0.8751076658053403,150,4,,,0.05273236230455748,0.5
,0.0,XGBoost,0.6,,0.0,0.7000000000000001,3,0.9896640826873385,0.9496124031007752,,,0.8751076658053403,150,4,,,0.05273236230455748,0.5
,0.8999999999999999,XGBoost,0.6,,0.3,0.7000000000000001,3,0.9896640826873385,0.9496124031007752,,,0.8751076658053403,150,4,,,0.05273236230455748,0.5
,0.6,XGBoost,0.6,,0.3,0.7000000000000001,3,0.9896640826873385,0.9496124031007752,,,0.8751076658053403,150,4,,,0.05273236230455748,0.5
,0.8999999999999999,XGBoost,0.6,,0.8999999999999999,0.7000000000000001,3,0.9896640826873385,0.9496124031007752,,,0.8751076658053403,150,4,,,0.05273236230455748,0.5
,0.0,XGBoost,0.6,,0.6,0.7000000000000001,3,0.9896640826873385,0.9496124031007752,,,0.8751076658053403,150,4,,,0.05273236230455748,0.5
,0.3,XGBoost,0.0,,0.8999999999999999,0.4,3,0.9892334194659776,0.9510479471719782,,,0.8776916451335056,150,4,,,0.05188533706803279,0.5
,0.0,XGBoost,0.3,,0.0,0.7000000000000001,3,0.9892334194659776,0.9496124031007752,,,0.872093023255814,150,4,,,0.05481899045587196,0.5
,0.6,XGBoost,0.0,,0.8999999999999999,0.4,3,0.9892334194659776,0.9510479471719782,,,0.8776916451335056,150,4,,,0.05188533706803279,0.5
,0.8999999999999999,XGBoost,0.0,,0.0,0.4,3,0.9892334194659776,0.9510479471719782,,,0.8776916451335056,150,4,,,0.05188533706803279,0.5
,0.6,XGBoost,0.3,,0.6,0.7000000000000001,3,0.9892334194659776,0.9496124031007752,,,0.872093023255814,150,4,,,0.05481899045587196,0.5
,0.0,XGBoost,0.6,,0.0,0.7000000000000001,3,0.9892334194659776,0.9498995119150159,,,0.8738156761412575,125,4,,,0.05380973757495483,0.5
,0.8999999999999999,XGBoost,0.0,,0.8999999999999999,0.4,3,0.9892334194659776,0.9510479471719782,,,0.8776916451335056,150,4,,,0.05188533706803279,0.5
,0.6,XGBoost,0.6,,0.8999999999999999,0.7000000000000001,3,0.9892334194659776,0.9498995119150159,,,0.8738156761412575,125,4,,,0.05380973757495483,0.5
,0.8999999999999999,XGBoost,0.3,,0.0,0.7000000000000001,3,0.9892334194659776,0.9496124031007752,,,0.872093023255814,150,4,,,0.05481899045587196,0.5
,0.3,XGBoost,0.6,,0.3,0.7000000000000001,3,0.9892334194659776,0.9498995119150159,,,0.8738156761412575,125,4,,,0.05380973757495483,0.5
,0.6,XGBoost,0.3,,0.8999999999999999,0.7000000000000001,3,0.9892334194659776,0.9496124031007752,,,0.872093023255814,150,4,,,0.05481899045587196,0.5
,0.8999999999999999,XGBoost,0.6,,0.0,0.7000000000000001,3,0.9892334194659776,0.9498995119150159,,,0.8738156761412575,125,4,,,0.05380973757495483,0.5
,0.3,XGBoost,0.3,,0.0,0.7000000000000001,3,0.9892334194659776,0.9496124031007752,,,0.872093023255814,150,4,,,0.05481899045587196,0.5
,0.0,XGBoost,0.3,,0.8999999999999999,0.7000000000000001,3,0.9892334194659776,0.9496124031007752,,,0.872093023255814,150,4,,,0.05481899045587196,0.5
,0.6,XGBoost,0.0,,0.3,0.4,3,0.9892334194659776,0.9510479471719782,,,0.8776916451335056,150,4,,,0.05188533706803279,0.5
,0.3,XGBoost,0.6,,0.0,0.7000000000000001,3,0.9892334194659776,0.9498995119150159,,,0.8738156761412575,125,4,,,0.05380973757495483,0.5
,0.3,XGBoost,0.3,,0.3,0.7000000000000001,3,0.9892334194659776,0.9496124031007752,,,0.872093023255814,150,4,,,0.05481899045587196,0.5
,0.8999999999999999,XGBoost,0.0,,0.6,0.4,3,0.9892334194659776,0.9510479471719782,,,0.8776916451335056,150,4,,,0.05188533706803279,0.5
,0.0,XGBoost,0.3,,0.6,0.7000000000000001,3,0.9892334194659776,0.9496124031007752,,,0.872093023255814,150,4,,,0.05481899045587196,0.5
,0.0,XGBoost,0.3,,0.3,0.7000000000000001,3,0.9892334194659776,0.9496124031007752,,,0.872093023255814,150,4,,,0.05481899045587196,0.5
